overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
2.0,,2015-10-12,A26ND6ZYFST4A8,B0000206FS,no instructions. not much fun.,not much fun.,0.62,0.38,0.0,-0.5996
1.0,11,2016-12-26,A2XK5AF8NBE4Q2,B00001ZWV7,only the edges show through the window so it's impossible to read anything. what a piece of junk. so bad my daughter who received it for xmas threw it away.,so bad my daughter who received it for xmas threw it ...,0.138,0.862,0.0,-0.6696
3.0,17,2016-12-06,A13J2PGKNMJG1K,B00001ZWV7,"my many-years-old magic 8 ball had to be retired when the liquid inside got so bubbly and cloudy that we couldn't read the answers any more. thought i was buying an exact replacement when i chose this legit mattel product, but i was disasspointed. the liquid in this ball is pitch-black and seems thick; the answer is obscured half the time, as the floating piece struggles to come completely to the surface of the liquid. with enough effort we can usually decipher the response, but repeatedly turning and maneuvering the ball shouldn't be a necessary part of the ""magic"" process.",thick inky-black liquid is an impediment to clarity,0.033,0.967,0.0,-0.5023
3.0,,2016-07-14,AEAP1LOBLE7IB,B00001ZWV7,this was cheap ....the answer cube barely shows up . if it shows up at all. not like the good ol' days ones.,outlook not so good,0.184,0.816,0.0,-0.5448
3.0,,2016-07-13,A3CLKEHI766VI9,B00001ZWV7,"got this for my daughter as a stocking stuffer. she enjoys it, however, probably 7 out of 10 times it comes up on a corner so you can't read it. not sure what the problem is. for the most part she got frustrated and stopped using it after a month. every now and then she finds it and uses it for a day or 2.",got this for my daughter as a stocking stuffer. ...,0.146,0.806,0.048,-0.687
1.0,,2016-07-10,AC3W61F0G2SLZ,B00001ZWV7,the quality of being able to read the message inside is terrible.  the water is too dark.  not able to return either.  wouldn't recommend.,... of being able to read the message inside is terrible. the water is too dark,0.191,0.809,0.0,-0.6381
1.0,,2016-03-09,A16VL6UQVJF4FN,B00001ZWV7,"the little floating thing inside is too far down, you can barely read the writing!  :(  very disappointed.  :(",not recommended.,0.372,0.628,0.0,-0.8585
3.0,,2016-01-06,A20W0JISK7CZ2B,B00001ZWV7,mine was defective and not worth the hassle of returning,"great, if you do not receive a defective one",0.363,0.637,0.0,-0.5523
1.0,,2015-12-19,A1Q2K4FUK2EAU6,B00001ZWV7,"hard to get the answer piece to lay flat, usually only get an edge unless you shake it around a little.  liquid is too dark so you have to struggle to read answers when they finally do lay flat.  bought two as gifts for little girls in my family and i am slightly embarrassed to give them to them because i know they will be frustrating.","hard to get the answer piece to lay flat, ...",0.153,0.847,0.0,-0.818
1.0,,2015-12-13,A2E6BURSWS4BJD,B00001ZWV7,"these are a fun toy for kids but the one i received was defective.  i should have returned it, but it seemed like too much effort, for the cost. not sure if this sheds bad light on amazon, the selling store, or the manufacturer?????",not sure who's at fault,0.22,0.643,0.137,-0.7617
1.0,,2015-10-18,APJVNX8PTP2D4,B00001ZWV7,horrible buy 8 ball dose not work,bad buy,0.412,0.588,0.0,-0.5423
1.0,11,2009-12-14,A29D9X4NDL1415,B00001ZWV7,"i bought two of these magic eight balls. one for me and a gift for someone. the package reach on time, but to my dismay and anger, the window where you are suppose to view the answer is clouded up you can't see anything, it's two that i bought and it's the same with the two. this was really really disappointing. anyone out there, a warning. do not buy this item.",not so magical!,0.225,0.738,0.037,-0.9539
1.0,2,2017-06-18,A6TMUTIS8ASFJ,B000021YZS,"this was terrible. i should have paid attention to the reviews. the textures all feel the same. there is only one small piece of velcro on the balloons, the other side is felt so they don't stick. the snaps on the shapes are hard even for an adult to unsnap & the zipper is just as bad. the hands on the clock are hard to move. need i go on? plus as one review pointed out, too many pieces to get lost since none of them are permanently attached. but the worse is that in order to return this to the manufacturer, you have to pay a non refundable p & h, etc!",please don't buy!,0.126,0.874,0.0,-0.8858
1.0,2,2016-09-13,A383KA6ZYSHA3F,B000021YZS,"not great. quality is not as good as other quiet books. small, removeable pieces are not attached to book as with other quiet books- which is a choking hazard. if your kid is under 3 or 4 and likes to put things in their mouth do not buy this- it's dangerous. we had to take all the small pieces out, which defeats the purpose.",choking hazard for babies & toddlers,0.196,0.765,0.039,-0.8834
2.0,,2015-02-07,A2NDX6LO8D0MY8,B00002MZ8A,hardly holds onto the radio flyer wagon ..... or anything else for that matter. also umbrella is too small to be of much use. it could be worse - but i would not recommend buying this.,pass on getting this,0.128,0.843,0.029,-0.5669
3.0,,2011-05-08,A3K4FHBFZDLRS8,B00002MZ8A,"i bought this for the kid's radio flyer wagon, it worked for about 5 months and then the clip at the base broke off and is not fixable. i also didn't like how it required me to use both my hands to pry it open to put on and off the wagon.",great while it worked,0.095,0.905,0.0,-0.6007
2.0,,2017-06-26,A2QBHDUE0XD0XM,B000030000,darn thing leaked the first day. the kids were devastated.,didn't hold air for even a day.,0.441,0.559,0.0,-0.743
2.0,,2016-08-06,A3Q3NQYW0KIOC0,B000030000,found leak in it on 2nd day near the tail.  believe it was already there with a slow leak.  too much money for this to have a leak.,found leak in it on 2nd day near the tail ...,0.238,0.762,0.0,-0.7351
1.0,,2014-07-19,A8YK45MP9NNSD,B000030000,deflates constantly after just one month. and day out of return window. horrible.,horrible.,0.226,0.774,0.0,-0.5423
1.0,,2017-07-25,A8AHSEONDOS92,B000038A8C,"difficult to assemble and would not stay snapped together. my daughter couldn't play with it without it falling apart on her. wound up throwing it away, total waste of money.",total waste of money,0.211,0.748,0.042,-0.7088
1.0,,2017-01-15,A2MKT5OW0P6J88,B000038A8C,"difficult to put together, kept falling apart and continues to do so as my granddaughter plays with it. other than the white horse, the animals are so tiny they are ridiculous. cheaply made. sorry i purchased.","cheap, poorly designed",0.198,0.752,0.05,-0.5994
1.0,,2015-12-14,AAH0LTOY93KEX,B000038A8C,"piece of junk. i bought this for my 4 year old with high expectations of the breyer name as i had their toys as a young girl, roughly 30 years ago. this toy is much more suitable for an 8+ year old. my mistake. the quality of this barn is ridiculously cheap. assembly is challenging as the pieces feel as though they will snap as you apply pressure to snap them into place. once it is together you may as well get some krazy glue because nothing is secure. the doors stick, walls collapse, the floor sags..... what an embarrassment. my son broke 2 of the doors off within 30 minutes. i should have purchased a basic wooden barn.",beyond cheap and seriously disappointed. what a piece of horse poop!,0.144,0.826,0.03,-0.9222
3.0,,2015-01-25,AGJD7J8Y2PB5P,B000038A8C,not as well made as previous purchases.  just a little disappointed.,just a little disappointed.,0.366,0.634,0.0,-0.5605
1.0,,2014-02-17,A33YIFC6EGTWQE,B000038A89,"we actually bought two of these  from a local toy store (one fire truck for our boy, one pink surfer car for our girl) for hannukkah 2012.

a few months after we bought them, the pink one stopped working.  no reason...fresh batteries, etc.  just didn't work at all.

we took it back to the toy store and they worked with the manufacturer to get us a new one at no charge.

in about december of 2013, the firetruck stopped working. same problem as pink car.  took it back.  got a new one.  that fire truck didn't even work right out of the box...completely unresponsive.

tried contacting the manufacturer...no response.  it is obviously a defective model, not just a hit-or-miss thing.

don't waste your money.",piece of junk,0.143,0.839,0.018,-0.9227
1.0,,2013-01-15,AI508VJYCZJKA,B000038A89,broken straight out of the box... i wouldn't have been so frustrated except that we bought 2 and neither worked.  not one time... both got returned,terrible,0.246,0.692,0.063,-0.7626
1.0,6,2011-12-11,A25MRN0HMDIW6I,B000038A89,"really wanted to like it but i couldn't even get it to run.  to add batteries to the car you need to use a phillips head screwdriver to remove one tiny screw.  unfortunately, the screw on the one we have is stripped so it was impossible to remove it!  also, the remote control battery compartment has poor tolerance, making it very tight to install the battery, and basically broke the metal tip of my 9v battery (!).  doesn't worth my time and i am returning it now.",poor manufacturing,0.171,0.766,0.063,-0.891
1.0,5,2011-03-23,AV5HQR0DS1PM9,B000038A89,"to begin with, it is difficult to install the batteries. and in less than a week, the remote stopped to work. i got new batteries installed still no luck. i should have read the reviews before i purchased this. it's a total waste of money.",remote stopped working in less than a week,0.198,0.738,0.063,-0.6597
1.0,,2012-11-29,ACHE19EMY6CSL,B000038A8C,"cheap quality! it falls apart everytime you touch it. had to superglue
most of it. the red breyer plastic barn was the same. very disappointed",don't waste your money,0.133,0.867,0.0,-0.5697
1.0,,2010-12-16,A1PKKY2N1KB2JH,B000038A8C,"don't buy this if you expect it to actually stay assembled!

i bought this for my horse-crazed daughter when she was 4. she is not overly rough with her toys at all, but every time she tried to play with this thing the roof fell off. and then some of the doors would. and forget keeping the little chimney on without some super glue. my husband and i both put it together several times, and my husband can rebuild motors for pete's sake! we're not clueless people by a long shot when it comes to assembling things, but this stable frustrated us both beyond belief. the pieces absolutely would not stay snapped in correctly, no matter what we did!

i had planned to try and glue it together, but instead decided to junk this to the recycle bin because i've already wasted enough time on it. my daughter is receiving a melissa and doug wooden stable for x-mas next week.","good for collectors, not for children!",0.108,0.817,0.076,-0.8285
